Product Name,Product Link,Description,Product Code,Category,Category Link
Champagne Kerradeco Upper Trim,https://mbdecor.co.uk/product/champagne-kerradeco-upper-trim/,"The Kerradeco Upper Trim is used for creating a clean finish at the point your Kerradeco wall panels meet your ceiling.  This trim is available in two finishes – Champagne and Silver, both of which co-ordinate perfectly with the Kerradeco cladding range.This trim is great for hiding any messy cuts or rough edges on your panels and giving a tidy, professional finish.The Kerradeco Upper Trim has a length of 2700mm and is suited to all boards from the VOX Kerradeco range.",QVOXKT08,Kerradeco Trim,https://mbdecor.co.uk/category/kerradeco/kerradeco-trim/
Silver Kerradeco External Angle,https://mbdecor.co.uk/product/silver-kerradeco-external-angle/,"The Kerradeco External Angle is a trim used for concealing joints where two VOX Kerradeco wall panels meet at an external corner. This trim co-ordinates perfectly with the VOX Kerradeco range of wall cladding and is available in two finishes – Champagne and Silver.This trim is a perfect way to cover up any rough edges or messy cuts and give a cleaner, professional finish.The Kerradeco External Angle has a length of 2700mm and is suited to all boards from the VOX Kerradeco range.",QVOXKT05,Kerradeco Trim,https://mbdecor.co.uk/category/kerradeco/kerradeco-trim/
Silver Kerradeco Inner Corner Trim,https://mbdecor.co.uk/product/silver-kerradeco-inner-corner-trim/,"The Kerradeco Inner Corner is an internal corner trim used for covering joints where two VOX Kerradeco wall panels meet at an internal corner. This trim co-ordinates perfectly with the VOX Kerradeco range of wall panels and is available in two finishes – Champagne and Silver.This trim is a fantastic way to tidy up any rough edges on your panels and give a clean, professional finish.The Kerradeco Inner Corner has a length of 2700mm and is suited to all boards from the VOX Kerradeco range.",QVOXKT03,Kerradeco Trim,https://mbdecor.co.uk/category/kerradeco/kerradeco-trim/
Silver Kerradeco Starter Trim,https://mbdecor.co.uk/product/silver-kerradeco-starter-trim/,"The Kerradeco Starter Trim is used for starting and ending a run of VOX Kerradeco wall panels and has been specially designed to complement this range. It is available in two finishes – Champagne and Silver, both of which co-ordinate perfectly with the Kerradeco cladding range.This starter trim is perfect for tidying up the edges of your Kerradeco panels and giving a stylish, professional finish.The Kerradeco Starter Trim has a length of 2700mm and is suited to all boards from the VOX Kerradeco range.",QVOXKT01,Kerradeco Trim,https://mbdecor.co.uk/category/kerradeco/kerradeco-trim/
Silver Kerradeco Upper Trim,https://mbdecor.co.uk/product/silver-kerradeco-upper-trim/,"The Kerradeco Upper Trim is used for creating a clean finish at the point your Kerradeco wall panels meet your ceiling.  This trim is available in two finishes – Champagne and Silver, both of which co-ordinate perfectly with the Kerradeco cladding range.This trim is great for hiding any messy cuts or rough edges on your panels and giving a tidy, professional finish.The Kerradeco Upper Trim has a length of 2700mm and is suited to all boards from the VOX Kerradeco range.",QVOXKT07,Kerradeco Trim,https://mbdecor.co.uk/category/kerradeco/kerradeco-trim/
Solid System Beige Sandstone Universal Trim,https://mbdecor.co.uk/product/solid-system-beige-sandstone-universal-trim/,"VOX Solid System Stone Effect Universal Trim is perfectly suited to its full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and it will not deteriorate during changing weather conditions, the Stone Effect Universal Trim provides the perfect finishing touch to keep the project looking clean and professional.VOX Stone Effect Universal Trim is the same height as a full panel, 420mm, 92mm wide and 17mm thick.",QVOXSSA01B,Solid Stone,https://mbdecor.co.uk/category/solid-stone/
Solid System Bristol Brick Universal Trim,https://mbdecor.co.uk/product/solid-system-bristol-brick-universal-trim/,"VOX Solid System Brick Effect Universal Trim is perfectly suited to its full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and it will not deteriorate during changing weather conditions, the Brick Effect Universal Trim provides the perfect finishing touch to keep the project looking clean and professional.VOX Brick Effect Universal Trim is the same height as a full panel, 420mm, 92mm wide and 17mm thick.",QVOXSB07B,Solid Brick,https://mbdecor.co.uk/category/solid-brick/
Solid System Coventry Brick Panel,https://mbdecor.co.uk/product/solid-system-coventry-brick-panel/,"VOX Solid System Brick Effect external cladding combines functionality with an extremely aesthetically pleasing and realistic 3D finish to provide the perfect solution for those needing to efficiently rescue tired old brickwork or simply enhance the building’s look and feel.These PVC panels also look fantastic when used to create a feature wall internally or simply to enhance the appearance of any internal wall.Each panel in the VOX Solid System Brick Effect range is impact resistant, extremely durable and will not deteriorate during changing weather conditions.Individual Brick Effect panels are 420mm in height, 1000mm long, 17mm thick and one full pack contains 10 panels that give coverage of 4.2sqm.",QVOXSB10,Solid Brick,https://mbdecor.co.uk/category/solid-brick/
Solid System Coventry Brick External Corner,https://mbdecor.co.uk/product/solid-system-coventry-brick-external-corner/,"VOX Solid System Brick Effect External Corners are perfectly suited to their full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and they will not deteriorate during changing weather conditions, the Brick Effect External Corners provide the perfect finishing touch to keep the project looking clean and professional.VOX Brick Effect External Corners are the same height as a full panel, 420mm, 92mm wide per side and 17mm thick.",QVOXSB10A,Solid Brick,https://mbdecor.co.uk/category/solid-brick/
Solid System Coventry Brick Universal Trim,https://mbdecor.co.uk/product/solid-system-coventry-brick-universal-trim/,"VOX Solid System Brick Effect Universal Trim is perfectly suited to its full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and it will not deteriorate during changing weather conditions, the Brick Effect Universal Trim provides the perfect finishing touch to keep the project looking clean and professional.VOX Brick Effect Universal Trim is the same height as a full panel, 420mm, 92mm wide and 17mm thick.",QVOXSB10B,Solid Brick,https://mbdecor.co.uk/category/solid-brick/
Solid System Dorset Brick Universal Trim,https://mbdecor.co.uk/product/solid-system-dorset-brick-universal-trim/,"VOX Solid System Brick Effect Universal Trim is perfectly suited to its full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and it will not deteriorate during changing weather conditions, the Brick Effect Universal Trim provides the perfect finishing touch to keep the project looking clean and professional.VOX Brick Effect Universal Trim is the same height as a full panel, 420mm, 92mm wide and 17mm thick.",QVOXSB06B,Solid Brick,https://mbdecor.co.uk/category/solid-brick/
Solid System Exeter Brick External Corner,https://mbdecor.co.uk/product/solid-system-exeter-brick-external-corner/,"VOX Solid System Brick Effect External Corners are perfectly suited to their full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and they will not deteriorate during changing weather conditions, the Brick Effect External Corners provide the perfect finishing touch to keep the project looking clean and professional.VOX Brick Effect External Corners are the same height as a full panel, 420mm, 92mm wide per side and 17mm thick.",QVOXSB08A,Solid Brick,https://mbdecor.co.uk/category/solid-brick/
Solid System Exeter Brick Universal Trim,https://mbdecor.co.uk/product/solid-system-exeter-brick-universal-trim/,"VOX Solid System Brick Effect Universal Trim is perfectly suited to its full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and it will not deteriorate during changing weather conditions, the Brick Effect Universal Trim provides the perfect finishing touch to keep the project looking clean and professional.VOX Brick Effect Universal Trim is the same height as a full panel, 420mm, 92mm wide and 17mm thick.",QVOXSB08B,Solid Brick,https://mbdecor.co.uk/category/solid-brick/
Solid System Light Brown Sandstone External Corner,https://mbdecor.co.uk/product/solid-system-light-brown-sandstone-external-corner/,"VOX Solid System Stone Effect External Corners are perfectly suited to their full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and they will not deteriorate during changing weather conditions, the Stone Effect External Corners provide the perfect finishing touch to keep the project looking clean and professional.VOX Stone Effect External Corners are the same height as a full panel, 420mm, 92mm wide per side and 17mm thick.",QVOXSSA02A,Solid Stone,https://mbdecor.co.uk/category/solid-stone/
Solid System Light Brown Sandstone Universal Trim,https://mbdecor.co.uk/product/solid-system-light-brown-sandstone-universal-trim/,"VOX Solid System Stone Effect Universal Trim is perfectly suited to its full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and it will not deteriorate during changing weather conditions, the Stone Effect Universal Trim provides the perfect finishing touch to keep the project looking clean and professional.VOX Stone Effect Universal Trim is the same height as a full panel, 420mm, 92mm wide and 17mm thick.",QVOXSSA02B,Solid Stone,https://mbdecor.co.uk/category/solid-stone/
Solid System Light Grey Sandstone Universal Trim,https://mbdecor.co.uk/product/solid-system-light-grey-sandstone-universal-trim/,"VOX Solid System Stone Effect Universal Trim is perfectly suited to its full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and it will not deteriorate during changing weather conditions, the Stone Effect Universal Trim provides the perfect finishing touch to keep the project looking clean and professional.VOX Stone Effect Universal Trim is the same height as a full panel, 420mm, 92mm wide and 17mm thick.",QVOXSSA03B,Solid Stone,https://mbdecor.co.uk/category/solid-stone/
Solid System Liguria Stone Panel,https://mbdecor.co.uk/product/solid-system-liguria-stone-panel/,"VOX Solid System Stone Effect external cladding combines functionality with an extremely aesthetically pleasing and realistic 3D finish to provide the perfect solution for those needing to efficiently rescue tired old stonework or simply enhance the buildings look and feel.These PVC panels also look fantastic when used to create a feature wall internally or simply to enhance the appearance of any internal wall.Each panel in the VOX Solid System Stone Effect range is impact resistant, extremely durable and will not deteriorate during changing weather conditions.Individual Stone Effect panels are 420mm in height, 1000mm long, 17mm thick and one full pack contains 10 panels that give coverage of 4.2sqm.",QVOXSS04,Solid Stone,https://mbdecor.co.uk/category/solid-stone/
Solid System Liguria Stone External Corner,https://mbdecor.co.uk/product/solid-system-liguria-stone-external-corner/,"VOX Solid System Stone Effect External Corners are perfectly suited to their full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and they will not deteriorate during changing weather conditions, the Stone Effect External Corners provide the perfect finishing touch to keep the project looking clean and professional.VOX Stone Effect External Corners are the same height as a full panel, 420mm, 92mm wide per side and 17mm thick.",QVOXSS04A,Solid Stone,https://mbdecor.co.uk/category/solid-stone/
Solid System Liguria Stone Universal Trim,https://mbdecor.co.uk/product/solid-system-liguria-stone-universal-trim/,"VOX Solid System Stone Effect Universal Trim is perfectly suited to its full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and it will not deteriorate during changing weather conditions, the Stone Effect Universal Trim provides the perfect finishing touch to keep the project looking clean and professional.VOX Stone Effect Universal Trim is the same height as a full panel, 420mm, 92mm wide and 17mm thick.",QVOXSS04B,Solid Stone,https://mbdecor.co.uk/category/solid-stone/
Solid System Toscana Stone Universal Trim,https://mbdecor.co.uk/product/solid-system-toscana-stone-universal-trim/,"VOX Solid System Stone Effect Universal Trim is perfectly suited to its full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and it will not deteriorate during changing weather conditions, the Stone Effect Universal Trim provides the perfect finishing touch to keep the project looking clean and professional.VOX Stone Effect Universal Trim is the same height as a full panel, 420mm, 92mm wide and 17mm thick.",QVOXSS06B,Solid Stone,https://mbdecor.co.uk/category/solid-stone/
Solid System Umbria Stone Universal Trim,https://mbdecor.co.uk/product/solid-system-umbria-stone-universal-trim/,"VOX Solid System Stone Effect Universal Trim is perfectly suited to its full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and it will not deteriorate during changing weather conditions, the Stone Effect Universal Trim provides the perfect finishing touch to keep the project looking clean and professional.VOX Stone Effect Universal Trim is the same height as a full panel, 420mm, 92mm wide and 17mm thick.",QVOXSS05B,Solid Stone,https://mbdecor.co.uk/category/solid-stone/
Solid System York Brick Universal Trim,https://mbdecor.co.uk/product/solid-system-york-brick-universal-trim/,"VOX Solid System Brick Effect Universal Trim is perfectly suited to its full board counterparts.With all the same benefits as the regular full panels such as being impact resistant, extremely durable and it will not deteriorate during changing weather conditions, the Brick Effect Universal Trim provides the perfect finishing touch to keep the project looking clean and professional.VOX Brick Effect Universal Trim is the same height as a full panel, 420mm, 92mm wide and 17mm thick.",QVOXSB09B,Solid Brick,https://mbdecor.co.uk/category/solid-brick/
White E101 65mm x 2.4m Vox Skirting Board,https://mbdecor.co.uk/product/white-e101-65mm-x-2-4m-vox-skirting-board/,"The VOX Estilo is a range of beautiful, white skirting boards made from MDF with each one designed to hide messy wires. The standout feature of this range is the ultra-easy, retro fit, snap on option that allows wires to be hidden directly within the skirting board.Skirting boards from the VOX Estilo range are incredibly durable, flexible and practical, allowing you to use them in whichever room you wish without compromising on the quality or style of your room.The White E101 skirting boards are 2400mm in length, 65mm tall and have a depth of 16mm.",VSE101,Vox Skirting,https://mbdecor.co.uk/category/vox-skirting/
White E301 75mm x 2.4m Vox Skirting Board,https://mbdecor.co.uk/product/white-e301-75mm-x-2-4m-vox-skirting-board/,"The VOX Estilo is a range of beautiful, white skirting boards made from MDF with each one designed to hide messy wires. The stand out feature of this range is the ultra-easy, retro fit, snap on option that allows wires to be hidden directly within the skirting board.Skirting boards from the VOX Estilo range are incredibly durable, flexible and practical, allowing you to use them in whichever room you wish without compromising on the quality or style of your room.The White E301 skirting boards are 2400mm in length, 75mm tall and have a depth of 16mm.",VSE301,Vox Skirting,https://mbdecor.co.uk/category/vox-skirting/
White E401 100mm x 2.4m Vox Skirting Board,https://mbdecor.co.uk/product/white-e401-100mm-x-2-4m-vox-skirting-board/,"The VOX Estilo is a range of beautiful, white skirting boards made from MDF with each one designed to hide messy wires. The standout feature of this range is the ultra-easy, retro fit, snap on option that allows wires to be hidden directly within the skirting board.Skirting boards from the VOX Estilo range are incredibly durable, flexible and practical, allowing you to use them in whichever room you wish without compromising on the quality or style of your room.The White E401 skirting boards are 2400mm in length, 100mm tall and have a depth of 16mm.",VSE401,Vox Skirting,https://mbdecor.co.uk/category/vox-skirting/
White E501 75mm x 2.4m Vox Skirting Board,https://mbdecor.co.uk/product/white-e501-75mm-x-2-4m-vox-skirting-board/,"The VOX Estilo is a range of beautiful, white skirting boards made from MDF with each one designed to hide messy wires. The standout feature of this range is the ultra-easy, retro fit, snap on option that allows wires to be hidden directly within the skirting board.Skirting boards from the VOX Estilo range are incredibly durable, flexible and practical, allowing you to use them in whichever room you wish without compromising on the quality or style of your room.The White E501 skirting boards are 2400mm in length, 75mm tall and have a depth of 16mm.",VSE501,Vox Skirting,https://mbdecor.co.uk/category/vox-skirting/
White ESP201 80mm x 2.4m Vox Skirting Board,https://mbdecor.co.uk/product/white-esp201-80mm-x-2-5m-vox-skirting-board/,"The VOX Espumo skirting board range is manufactured in Kerracore technology which provides exceptional product resistance to moisture, bacteria, fungi and allows the skirting board to be lightweight.Installing this skirting board doesn’t require any specialist tools, they are simply glued directly to the wall using a mounting glue.The White ESP201 skirting boards are 2500mm in length, 80mm tall and have a depth of 16mm.",VSP201,Vox Skirting,https://mbdecor.co.uk/category/vox-skirting/
Light Grey ESP202 80mm x 2.4m Vox Skirting Board,https://mbdecor.co.uk/product/light-grey-esp202-80mm-x-2-5m-vox-skirting-board/,"The VOX Espumo skirting board range is manufactured in Kerracore technology which provides exceptional product resistance to moisture, bacteria, fungi and allows the skirting board to be lightweight.Installing this skirting board doesn’t require any specialist tools, they are simply glued directly to the wall using a mounting glue.The LightGrey ESP202 skirting boards are 2500mm in length, 80mm tall and have a depth of 16mm.",VSP202,Vox Skirting,https://mbdecor.co.uk/category/vox-skirting/
Warm Grey ESP203 80mm x 2.4m Vox Skirting Board,https://mbdecor.co.uk/product/warm-grey-esp203-80mm-x-2-5m-vox-skirting-board/,"The VOX Espumo skirting board range is manufactured in Kerracore technology which provides exceptional product resistance to moisture, bacteria, fungi and allows the skirting board to be lightweight.Installing this skirting board doesn’t require any specialist tools, they are simply glued directly to the wall using a mounting glue.The Warm Grey ESP203 skirting boards are 2500mm in length, 80mm tall and have a depth of 16mm.",VSP203,Vox Skirting,https://mbdecor.co.uk/category/vox-skirting/
Anthracite ESP205 80mm x 2.4m Vox Skirting Board,https://mbdecor.co.uk/product/anthracite-esp205-80mm-x-2-5m-vox-skirting-board/,"The VOX Espumo skirting board range is manufactured in Kerracore technology which provides exceptional product resistance to moisture, bacteria, fungi and allows the skirting board to be lightweight.Installing this skirting board doesn’t require any specialist tools, they are simply glued directly to the wall using a mounting glue.The Anthracite ESP205 skirting boards are 2500mm in length, 80mm tall and have a depth of 16mm.",VSP205,Vox Skirting,https://mbdecor.co.uk/category/vox-skirting/
Black ESP206 80mm x 2.4m Vox Skirting Board,https://mbdecor.co.uk/product/black-esp206-80mm-x-2-5m-vox-skirting-board/,"The VOX Espumo skirting board range is manufactured in Kerracore technology which provides exceptional product resistance to moisture, bacteria, fungi and allows the skirting board to be lightweight.Installing this skirting board doesn’t require any specialist tools, they are simply glued directly to the wall using a mounting glue.The Black ESP206 skirting boards are 2500mm in length, 80mm tall and have a depth of 16mm.",VSP206,Vox Skirting,https://mbdecor.co.uk/category/vox-skirting/
White ESP401 100mm x 2.4m Vox Skirting Board,https://mbdecor.co.uk/product/white-esp401-100mm-x-2-5m-vox-skirting-board/,"The VOX Espumo skirting board range is manufactured in Kerracore technology which provides exceptional product resistance to moisture, bacteria, fungi and allows the skirting board to be lightweight.Installing this skirting board doesn’t require any specialist tools, they are simply glued directly to the wall using a mounting glue.The White ESP401 skirting boards are 2500mm in length, 100mm tall and have a depth of 16mm.",VSP401,Vox Skirting,https://mbdecor.co.uk/category/vox-skirting/
Xtrafloor Moduleo/Click Fit Professional Roller,https://mbdecor.co.uk/product/xtrafloor-moduleo-click-fit-professional-roller/,"Designed to be used with Moduleo LVT Flooring, this is the tool required to ensure a tight seal between joints.About to install your Moduleo® LVT flooring? We have the tools for the job. Use our Xtrafloor® hand roller to ensure a smooth click. A handy tool that, unlike hammers, will not damage your Moduleo® LVT.Length: 210mm
Width: 85mm
Roller width: 50mm
Total weight: 268g",QMODC12,Moduleo,https://mbdecor.co.uk/category/moduleo/
Xtrafloor Power Underlay (Click Fit) – 10m x 1m,https://mbdecor.co.uk/product/xtrafloor-power-underlay-click-fit-10m-x-1m/,"Xtrafloor Power Underlay is a proprietary, polyurethane foam, including mineral filler and polyethylene vapour barrier layer resilient underlay system specifically designed to diffuse and dissipate surface heat and also reduce impact sound transfer through Luxury Vinyl Tile (LVT) click floorcovering. The product helps to improve the subfloor and bridge some cracking, grout lines or surface irregularities in the subfloor.",QMODC05,Moduleo,https://mbdecor.co.uk/category/moduleo/
Xtrafloor Power Underlay (Click Fit) – 5m x 1m,https://mbdecor.co.uk/product/xtrafloor-power-underlay-click-fit-5m-x-1m/,"Xtrafloor Power Underlay is a proprietary, polyurethane foam, including mineral filler and polyethylene vapour barrier layer resilient underlay system specifically designed to diffuse and dissipate surface heat and also reduce impact sound transfer through Luxury Vinyl Tile (LVT) click floorcovering. The product helps to improve the subfloor and bridge some cracking, grout lines or surface irregularities in the subfloor.",QMODC05H,Moduleo,https://mbdecor.co.uk/category/moduleo/
Dumawall+ Polished Concrete Wall Panel,https://mbdecor.co.uk/product/dumawall-polished-concrete-wall-panel/,"Sold in packs of 8The Dumawall+ range is a heavy-duty PVC alternative to traditional ceramic tiles that is as attractive as it is functional. This wall cladding range is 100% waterproof making it perfect for any room in your home- especially in humid areas such as bathrooms, kitchens or wet rooms.Dumawall + tiles are made from completely solid, UV-resistant panels that are colourfast and offer high impact resistance. With these PVC panels, you can see and feel the Dumawall micro grout line without having to worry about crumbly grouting, which makes this cladding even easier to clean. A simple wipe down with a warm cloth will have them looking good as new!Installation is incredibly simple and quick thanks to the easy-connect tongue and groove design of the PVC cladding. This design allows the panels to click into each other and they can be stuck to the walls several ways including nails, adhesives and staples. As well as this, the panels are small, making them easy to transport and manoeuvre.In addition to these benefits, the Dumawall+ wall panels come with a 10-year manufacturer’s warranty for added peace of mind.",QDW031,Dumawall+ Plus,https://mbdecor.co.uk/category/dumawall-plus/
Dumawall+ Calacatta Wall Panel,https://mbdecor.co.uk/product/dumawall-calatta-wall-panel/,"Sold in packs of 8The Dumawall+ range is a heavy-duty PVC alternative to traditional ceramic tiles that is as attractive as it is functional. This wall cladding range is 100% waterproof making it perfect for any room in your home- especially in humid areas such as bathrooms, kitchens or wet rooms.Dumawall + tiles are made from completely solid, UV-resistant panels that are colourfast and offer high impact resistance. With these PVC panels, you can see and feel the Dumawall micro grout line without having to worry about crumbly grouting, which makes this cladding even easier to clean. A simple wipe down with a warm cloth will have them looking good as new!Installation is incredibly simple and quick thanks to the easy-connect tongue and groove design of the PVC cladding. This design allows the panels to click into each other and they can be stuck to the walls several ways including nails, adhesives and staples. As well as this, the panels are small, making them easy to transport and manoeuvre.In addition to these benefits, the Dumawall+ wall panels come with a 10-year manufacturer’s warranty for added peace of mind.",QDW949,Dumawall+ Plus,https://mbdecor.co.uk/category/dumawall-plus/
Dumawall+ Glossy Alcaria Wall Tile,https://mbdecor.co.uk/product/dumawall-glossy-alcaria-wall-tile/,"Sold in packs of 8The Dumawall+ High Gloss range is a heavy-duty PVC alternative to traditional ceramic tiles that is as attractive as it is functional. The high gloss properties of these panels give a bright shine to the surface and create a sleek, contemporary feel.This wall cladding range is 100% waterproof making it perfect for any room in your home- especially in humid areas such as bathrooms, kitchens or wet rooms.Dumawall+ tiles are made from completely solid, UV-resistant panels that are colourfast and offer high impact resistance. With these PVC panels, you can see and feel the Dumawall micro grout line without having to worry about crumbly grouting, which makes this cladding even easier to clean. A simple wipe down with a warm cloth will have them looking good as new!Installation is incredibly simple and quick thanks to the easy-connect tongue and groove design of the PVC cladding. This design allows the panels to click into each other and they can be stuck to the walls several ways including nails, adhesives, and staples. As well as this, the panels are small, making them easy to transport and manoeuvre.In addition to these benefits, the Dumawall+ wall panels come with a 10-year manufacturer’s warranty for added peace of mind.",QDWG097,Dumawall+ Plus Glossy,https://mbdecor.co.uk/category/dumawall-plus-glossy/
Dumawall+ Glossy Evora Wall Tile,https://mbdecor.co.uk/product/dumawall-glossy-evora-wall-tile/,"Sold in packs of 8The Dumawall+ High Gloss range is a heavy-duty PVC alternative to traditional ceramic tiles that is as attractive as it is functional. The high gloss properties of these panels give a bright shine to the surface and create a sleek, contemporary feel.This wall cladding range is 100% waterproof making it perfect for any room in your home- especially in humid areas such as bathrooms, kitchens or wet rooms.Dumawall+ tiles are made from completely solid, UV-resistant panels that are colourfast and offer high impact resistance. With these PVC panels, you can see and feel the Dumawall micro grout line without having to worry about crumbly grouting, which makes this cladding even easier to clean. A simple wipe down with a warm cloth will have them looking good as new!Installation is incredibly simple and quick thanks to the easy-connect tongue and groove design of the PVC cladding. This design allows the panels to click into each other and they can be stuck to the walls several ways including nails, adhesives, and staples. As well as this, the panels are small, making them easy to transport and manoeuvre.In addition to these benefits, the Dumawall+ wall panels come with a 10-year manufacturer’s warranty for added peace of mind.",QDWG037,Dumawall+ Plus Glossy,https://mbdecor.co.uk/category/dumawall-plus-glossy/
Dumawall+ Glossy Faro Wall Tile,https://mbdecor.co.uk/product/dumawall-glossy-faro-wall-tile/,"Sold in packs of 8The Dumawall+ High Gloss range is a heavy-duty PVC alternative to traditional ceramic tiles that is as attractive as it is functional. The high gloss properties of these panels give a bright shine to the surface and create a sleek, contemporary feel.This wall cladding range is 100% waterproof making it perfect for any room in your home- especially in humid areas such as bathrooms, kitchens or wet rooms.Dumawall+ tiles are made from completely solid, UV-resistant panels that are colourfast and offer high impact resistance. With these PVC panels, you can see and feel the Dumawall micro grout line without having to worry about crumbly grouting, which makes this cladding even easier to clean. A simple wipe down with a warm cloth will have them looking good as new!Installation is incredibly simple and quick thanks to the easy-connect tongue and groove design of the PVC cladding. This design allows the panels to click into each other and they can be stuck to the walls several ways including nails, adhesives, and staples. As well as this, the panels are small, making them easy to transport and manoeuvre.In addition to these benefits, the Dumawall+ wall panels come with a 10-year manufacturer’s warranty for added peace of mind.",QDWG036,Dumawall+ Plus Glossy,https://mbdecor.co.uk/category/dumawall-plus-glossy/
Dumawall+ Glossy Mirandela Wall Tile,https://mbdecor.co.uk/product/dumawall-glossy-mirandela-wall-tile/,"Sold in packs of 8The Dumawall+ High Gloss range is a heavy-duty PVC alternative to traditional ceramic tiles that is as attractive as it is functional. The high gloss properties of these panels give a bright shine to the surface and create a sleek, contemporary feel.This wall cladding range is 100% waterproof making it perfect for any room in your home- especially in humid areas such as bathrooms, kitchens or wet rooms.Dumawall+ tiles are made from completely solid, UV-resistant panels that are colourfast and offer high impact resistance. With these PVC panels, you can see and feel the Dumawall micro grout line without having to worry about crumbly grouting, which makes this cladding even easier to clean. A simple wipe down with a warm cloth will have them looking good as new!Installation is incredibly simple and quick thanks to the easy-connect tongue and groove design of the PVC cladding. This design allows the panels to click into each other and they can be stuck to the walls several ways including nails, adhesives, and staples. As well as this, the panels are small, making them easy to transport and manoeuvre.In addition to these benefits, the Dumawall+ wall panels come with a 10-year manufacturer’s warranty for added peace of mind.",QDWG035,Dumawall+ Plus Glossy,https://mbdecor.co.uk/category/dumawall-plus-glossy/
Dumawall+ Glossy Porto Wall Tile,https://mbdecor.co.uk/product/dumawall-glossy-porto-wall-tile/,"Sold in packs of 8The Dumawall+ High Gloss range is a heavy-duty PVC alternative to traditional ceramic tiles that is as attractive as it is functional. The high gloss properties of these panels give a bright shine to the surface and create a sleek, contemporary feel.This wall cladding range is 100% waterproof making it perfect for any room in your home- especially in humid areas such as bathrooms, kitchens or wet rooms.Dumawall+ tiles are made from completely solid, UV-resistant panels that are colourfast and offer high impact resistance. With these PVC panels, you can see and feel the Dumawall micro grout line without having to worry about crumbly grouting, which makes this cladding even easier to clean. A simple wipe down with a warm cloth will have them looking good as new!Installation is incredibly simple and quick thanks to the easy-connect tongue and groove design of the PVC cladding. This design allows the panels to click into each other and they can be stuck to the walls several ways including nails, adhesives, and staples. As well as this, the panels are small, making them easy to transport and manoeuvre.In addition to these benefits, the Dumawall+ wall panels come with a 10-year manufacturer’s warranty for added peace of mind.",QDWG034,Dumawall+ Plus Glossy,https://mbdecor.co.uk/category/dumawall-plus-glossy/
Dumawall+ Glossy Sambro Wall Tile,https://mbdecor.co.uk/product/dumawall-glossy-sambro-wall-tile/,"Sold in packs of 8The Dumawall+ High Gloss range is a heavy-duty PVC alternative to traditional ceramic tiles that is as attractive as it is functional. The high gloss properties of these panels give a bright shine to the surface and create a sleek, contemporary feel.This wall cladding range is 100% waterproof making it perfect for any room in your home- especially in humid areas such as bathrooms, kitchens or wet rooms.Dumawall+ tiles are made from completely solid, UV-resistant panels that are colourfast and offer high impact resistance. With these PVC panels, you can see and feel the Dumawall micro grout line without having to worry about crumbly grouting, which makes this cladding even easier to clean. A simple wipe down with a warm cloth will have them looking good as new!Installation is incredibly simple and quick thanks to the easy-connect tongue and groove design of the PVC cladding. This design allows the panels to click into each other and they can be stuck to the walls several ways including nails, adhesives, and staples. As well as this, the panels are small, making them easy to transport and manoeuvre.In addition to these benefits, the Dumawall+ wall panels come with a 10-year manufacturer’s warranty for added peace of mind.",QDWG038,Dumawall+ Plus Glossy,https://mbdecor.co.uk/category/dumawall-plus-glossy/
Dumawall+ Glossy Tavira Wall Tile,https://mbdecor.co.uk/product/dumawall-glossy-tavira-wall-tile/,"Sold in packs of 8The Dumawall+ High Gloss range is a heavy-duty PVC alternative to traditional ceramic tiles that is as attractive as it is functional. The high gloss properties of these panels give a bright shine to the surface and create a sleek, contemporary feel.This wall cladding range is 100% waterproof making it perfect for any room in your home- especially in humid areas such as bathrooms, kitchens or wet rooms.Dumawall+ tiles are made from completely solid, UV-resistant panels that are colourfast and offer high impact resistance. With these PVC panels, you can see and feel the Dumawall micro grout line without having to worry about crumbly grouting, which makes this cladding even easier to clean. A simple wipe down with a warm cloth will have them looking good as new!Installation is incredibly simple and quick thanks to the easy-connect tongue and groove design of the PVC cladding. This design allows the panels to click into each other and they can be stuck to the walls several ways including nails, adhesives, and staples. As well as this, the panels are small, making them easy to transport and manoeuvre.In addition to these benefits, the Dumawall+ wall panels come with a 10-year manufacturer’s warranty for added peace of mind.",QDWG033,Dumawall+ Plus Glossy,https://mbdecor.co.uk/category/dumawall-plus-glossy/
